name,position,team,GW,OPP,Pts,Mins.P,Gls_S,Assists,Cln_Sht,Gls_Csd,Own_gls,Pen_Sc,Pen_Msd,YC,RC,Saves,Bonus,BPS,Inf,Crt,Thrt,ICT,Net_T,SB,price_£
Bruno Miguel Borges Fernandes,Midfielder,Man Utd,24,WBA (A) 1 - 1,9,90,1,0,0,1,0,0,0,0,0,0,2,23,48.4,11.8,33.0,9.3,79908,4774932,11.5
Harry Kane,Forward,Spurs,24,MCI (A) 3 - 0,2,90,0,0,0,3,0,0,0,0,0,0,0,2,14.2,13.3,8.0,3.6,345089,1766120,11.0
Heung-Min Son,Midfielder,Spurs,24,MCI (A) 3 - 0,2,90,0,0,0,3,0,0,0,0,0,0,0,7,9.6,5.3,2.0,1.7,-235319,4209287,9.6
Mohamed Salah,Midfielder,Liverpool,24,LEI (A) 3 - 1,7,90,1,0,0,3,0,0,0,0,0,0,0,23,38.2,18.9,48.0,10.5,-151539,3391563,12.6
Emiliano Martínez,Goalkeeper,Aston Villa,24,BHA (A) 0 - 0,12,90,0,0,1,0,0,0,0,0,0,9,3,40,56.8,0.0,0.0,5.7,72218,2816678,5.2
Patrick Bamford,Forward,Leeds,24,ARS (A) 4 - 2,2,90,0,0,0,4,0,0,0,0,0,0,0,6,5.8,11.3,23.0,4.0,194310,4153819,6.8
Jamie Vardy,Forward,Leicester,24,LIV (H) 3 - 1,6,90,1,0,0,1,0,0,0,0,0,0,0,25,48.4,2.3,61.0,11.2,70815,1186386,10.0
Marcus Rashford,Midfielder,Man Utd,24,WBA (A) 1 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,16,10.8,27.2,22.0,6.0,33134,1008588,9.6
Ollie Watkins,Forward,Aston Villa,24,BHA (A) 0 - 0,2,90,0,0,1,0,0,0,0,0,0,0,0,5,4.0,2.8,2.0,0.9,333914,1790561,6.4
Stuart Dallas,Defender,Leeds,24,ARS (A) 4 - 2,-1,90,0,0,0,4,0,0,0,1,0,0,0,8,6.8,5.3,18.0,3.0,146898,1286800,4.9
Dominic Calvert-Lewin,Forward,Everton,24,FUL (H) 0 - 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,116977,3172004,7.7
Dominic Calvert-Lewin,Forward,Everton,24,MCI (H) 1 - 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,116977,3172004,7.7
Illan Meslier,Goalkeeper,Leeds,24,ARS (A) 4 - 2,0,90,0,0,0,4,0,0,0,0,0,1,0,6,0.0,0.0,0.0,0.0,-2507,449567,4.7
Ederson Santana de Moraes,Goalkeeper,Man City,24,TOT (H) 3 - 0,12,90,0,1,1,0,0,0,0,0,0,3,2,38,37.6,10.0,0.0,4.8,27847,711425,6.1
