name,position,team,GW,OPP,Pts,Mins.P,Gls_S,Assists,Cln_Sht,Gls_Csd,Own_gls,Pen_Sc,Pen_Msd,YC,RC,Saves,Bonus,BPS,Inf,Crt,Thrt,ICT,Net_T,SB,price_£
Divock Origi,Forward,Liverpool,30,ARS (A) 0 - 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-930,48714,5.1
Matthew Longstaff,Midfielder,Newcastle,30,TOT (H) 2 - 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-29,1582,4.8
Mohammed Salisu,Defender,Southampton,30,BUR (H) 3 - 2,1,11,0,0,0,0,0,0,0,0,0,0,0,4,1.6,0.0,0.0,0.2,-146,6647,4.3
Ki-Jana Hoever,Defender,Wolves,30,WHU (H) 2 - 3,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1.2,0.2,0.0,0.1,-4,3678,4.4
Davy Pröpper,Midfielder,Brighton,30,MUN (A) 2 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-26,2587,4.7
Max Lowe,Defender,Sheffield Utd,30,LEE (A) 2 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-4,4019,4.2
Owen Otasowie,Midfielder,Wolves,30,WHU (H) 2 - 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-13,1601,4.5
Jimmy Dunne,Defender,Burnley,30,SOU (A) 3 - 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-2609,352988,3.8
Dale Stephens,Midfielder,Burnley,30,SOU (A) 3 - 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-2225,266767,4.2
Josh Onomah,Midfielder,Fulham,30,AVL (A) 3 - 1,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.3,11.0,1.0,-40,3017,4.6
Aboubakar Kamara,Midfielder,Fulham,30,AVL (A) 3 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-11,3129,4.8
Japhet Tanganga,Defender,Spurs,30,NEW (A) 2 - 2,0,90,0,0,0,2,0,0,0,1,0,0,0,14,17.0,15.4,34.0,6.6,143,4388,4.9
Kamil Grosicki,Midfielder,West Brom,30,CHE (A) 2 - 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,2378,5.2
Morgan Gibbs-White,Midfielder,Wolves,30,WHU (H) 2 - 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,699,4.9
Emerson Palmieri dos Santos,Defender,Chelsea,30,WBA (H) 2 - 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,41,11228,4.7
Fabian Delph,Midfielder,Everton,30,CRY (H) 1 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2696,4.8
Tim Ream,Defender,Fulham,30,AVL (A) 3 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-41,8544,4.2
Darren Randolph,Goalkeeper,West Ham,30,WOL (A) 2 - 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-283,15502,4.3
Andi Zeqiri,Forward,Brighton,30,MUN (A) 2 - 1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,2.0,0.3,-136,6843,5.0
Neeskens Kebano,Midfielder,Fulham,30,AVL (A) 3 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-14,2837,4.7
Rhys Williams,Defender,Liverpool,30,ARS (A) 0 - 3,1,6,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.1,0.0,0.2,-314,13735,4.0
Ahmed El-Sayed Hegazy,Defender,West Brom,30,CHE (A) 2 - 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-41,9869,4.1
Bernardo Fernandes da Silva Junior,Defender,Brighton,30,MUN (A) 2 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-4902,351806,3.9
Billy Gilmour,Midfielder,Chelsea,30,WBA (H) 2 - 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-19,7730,4.4
Jonjoe Kenny,Defender,Everton,30,CRY (H) 1 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-49,6620,4.3
William Smallbone,Midfielder,Southampton,30,BUR (H) 3 - 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-6,11301,4.4
Kieran Gibbs,Defender,West Brom,30,CHE (A) 2 - 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-51,12049,4.3
Kyle Edwards,Midfielder,West Brom,30,CHE (A) 2 - 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,1885,4.7
Charlie Austin,Forward,West Brom,30,CHE (A) 2 - 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-53,11667,5.1
Mamadou Sakho,Defender,Crystal Palace,30,EVE (A) 1 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-24,11583,4.4
Cenk Tosun,Forward,Everton,30,CRY (H) 1 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-18,2489,6.0
Eric Garcia,Defender,Man City,30,LEI (A) 0 - 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-5,12679,4.7
Phil Jagielka,Defender,Sheffield Utd,30,LEE (A) 2 - 1,-1,90,0,0,0,2,1,0,0,0,0,0,0,6,12.6,0.3,0.0,1.3,518,44332,3.9
