name,position,team,GW,OPP,Pts,Mins.P,Gls_S,Assists,Cln_Sht,Gls_Csd,Own_gls,Pen_Sc,Pen_Msd,YC,RC,Saves,Bonus,BPS,Inf,Crt,Thrt,ICT,Net_T,SB,price_£
Bruno Miguel Borges Fernandes,Midfielder,Man Utd,32,BUR (H) 3 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,7,6.4,9.7,66.0,8.2,-41814,4687486,11.6
Harry Kane,Forward,Spurs,32,EVE (A) 2 - 2,12,90,2,0,0,2,0,0,0,0,0,0,2,58,77.0,24.3,60.0,16.1,216917,4210927,11.7
Harry Kane,Forward,Spurs,32,SOU (H) 2 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,216917,4210927,11.7
Heung-Min Son,Midfielder,Spurs,32,EVE (A) 2 - 2,2,90,0,0,0,2,0,0,0,0,0,0,0,5,15.4,37.2,39.0,9.2,561947,4000370,9.5
Heung-Min Son,Midfielder,Spurs,32,SOU (H) 2 - 1,10,90,1,0,0,1,0,0,0,0,0,0,3,31,43.2,15.8,55.0,11.4,561947,4000370,9.5
Mohamed Salah,Midfielder,Liverpool,32,LEE (A) 1 - 1,1,19,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.3,22.0,2.2,49527,2585870,12.5
Emiliano Martínez,Goalkeeper,Aston Villa,32,MCI (H) 1 - 2,1,90,0,0,0,2,0,0,0,0,0,1,0,11,13.2,0.0,0.0,1.3,-37342,3249967,5.4
Patrick Bamford,Forward,Leeds,32,LIV (H) 1 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,-6,5.4,0.8,53.0,5.9,-99088,3586830,6.5
Jamie Vardy,Forward,Leicester,32,WBA (H) 3 - 0,10,84,1,1,1,0,0,0,0,0,0,0,1,43,52.8,22.5,58.0,13.3,-12428,1555162,10.1
Marcus Rashford,Midfielder,Man Utd,32,BUR (H) 3 - 1,7,83,0,1,0,1,0,0,0,0,0,0,2,27,27.4,26.2,57.0,11.1,1651,721490,9.5
Ollie Watkins,Forward,Aston Villa,32,MCI (H) 1 - 2,5,90,0,1,0,2,0,0,0,0,0,0,0,19,26.6,12.4,19.0,5.8,-52508,1966162,6.5
Stuart Dallas,Defender,Leeds,32,LIV (H) 1 - 1,1,90,0,0,0,1,0,0,0,1,0,0,0,10,6.6,2.1,18.0,2.7,118114,2003183,5.1
Dominic Calvert-Lewin,Forward,Everton,32,TOT (H) 2 - 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-601972,2323545,7.5
Illan Meslier,Goalkeeper,Leeds,32,LIV (H) 1 - 1,5,90,0,0,0,1,0,0,0,0,0,6,1,24,42.4,0.0,0.0,4.2,-888,551422,4.7
Ederson Santana de Moraes,Goalkeeper,Man City,32,AVL (A) 1 - 2,2,90,0,0,0,1,0,0,0,0,0,2,0,14,14.0,0.0,0.0,1.4,-11129,791984,6.1
Ilkay Gündogan,Midfielder,Man City,32,AVL (A) 1 - 2,1,90,0,0,0,1,0,0,0,1,0,0,0,12,10.4,34.3,17.0,6.2,-360766,2170953,5.9
James Ward-Prowse,Midfielder,Southampton,32,TOT (A) 2 - 1,5,90,0,1,0,2,0,0,0,0,0,0,0,24,22.6,16.0,0.0,3.9,-72567,728594,5.9
Mason Mount,Midfielder,Chelsea,32,BHA (H) 0 - 0,3,90,0,0,1,0,0,0,0,0,0,0,0,8,6.2,17.7,8.0,3.2,83573,1547928,7.2
Raheem Sterling,Midfielder,Man City,32,AVL (A) 1 - 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-72253,419384,11.2
Aaron Cresswell,Defender,West Ham,32,NEW (A) 3 - 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-293500,2017423,5.8
Nick Pope,Goalkeeper,Burnley,32,MUN (A) 3 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-105952,939944,5.5
Sadio Mané,Midfielder,Liverpool,32,LEE (A) 1 - 1,8,70,1,0,1,0,0,0,0,0,0,0,0,22,38.2,13.1,23.0,7.4,-11879,389094,11.8
Rúben Santos Gato Alves Dias,Defender,Man City,32,AVL (A) 1 - 2,2,90,0,0,0,1,0,0,0,0,0,0,0,14,18.6,1.3,6.0,2.6,-57092,1991752,6.2
Hugo Lloris,Goalkeeper,Spurs,32,EVE (A) 2 - 2,3,90,0,0,0,2,0,0,0,0,0,5,1,19,39.6,0.0,0.0,4.0,89293,616091,5.6
Hugo Lloris,Goalkeeper,Spurs,32,SOU (H) 2 - 1,3,90,0,0,0,1,0,0,0,0,0,4,0,17,30.0,0.0,0.0,3.0,89293,616091,5.6
Jack Harrison,Midfielder,Leeds,32,LIV (H) 1 - 1,5,90,0,1,0,1,0,0,0,0,0,0,0,21,34.8,50.8,65.0,15.1,6921,202946,5.4
Riyad Mahrez,Midfielder,Man City,32,AVL (A) 1 - 2,2,89,0,0,0,1,0,0,0,0,0,0,0,8,7.2,22.8,63.0,9.3,-90192,528964,8.1
Aaron Wan-Bissaka,Defender,Man Utd,32,BUR (H) 3 - 1,1,90,0,0,0,1,0,0,0,1,0,0,0,15,25.4,30.2,6.0,6.2,25625,1394083,5.7
