name,position,team,GW,OPP,Pts,Mins.P,Gls_S,Assists,Cln_Sht,Gls_Csd,Own_gls,Pen_Sc,Pen_Msd,YC,RC,Saves,Bonus,BPS,Inf,Crt,Thrt,ICT,Net_T,SB,price_£
Bruno Miguel Borges Fernandes,Midfielder,Man Utd,2,CRY (H) 1 - 3,2,90,0,0,0,3,0,0,0,0,0,0,0,13,25.6,78.4,25.0,12.9,451998,1623046,10.5
Harry Kane,Forward,Spurs,2,SOU (A) 2 - 5,21,83,1,4,0,1,0,0,0,0,0,0,3,81,108.4,40.8,35.0,18.4,-140554,829125,10.5
Heung-Min Son,Midfielder,Spurs,2,SOU (A) 2 - 5,24,90,4,0,0,2,0,0,0,0,0,0,2,80,139.6,22.0,86.0,24.8,-424230,1378891,8.9
Mohamed Salah,Midfielder,Liverpool,2,CHE (A) 0 - 2,3,90,0,0,1,0,0,0,0,0,0,0,0,14,15.4,61.5,51.0,12.8,156301,2378499,12.0
Emiliano Martínez,Goalkeeper,Aston Villa,2,SHU (H) 1 - 0,13,90,0,0,1,0,0,1,0,0,0,1,2,38,32.2,0.0,0.0,3.2,38079,349600,4.5
Patrick Bamford,Forward,Leeds,2,FUL (H) 4 - 3,14,69,1,2,0,3,0,0,0,0,0,0,2,45,50.4,11.9,21.0,8.3,364945,752960,5.6
Jamie Vardy,Forward,Leicester,2,BUR (H) 4 - 2,2,90,0,0,0,2,0,0,0,0,0,0,0,6,2.6,11.2,22.0,3.6,226309,1582960,10.1
Marcus Rashford,Midfielder,Man Utd,2,CRY (H) 1 - 3,2,90,0,0,0,3,0,0,0,0,0,0,0,11,8.2,31.3,10.0,5.0,111651,445991,9.5
Ollie Watkins,Forward,Aston Villa,2,SHU (H) 1 - 0,2,90,0,0,1,0,0,0,0,0,0,0,0,0,0.0,23.4,34.0,5.6,39937,104050,6.0
Stuart Dallas,Defender,Leeds,2,FUL (H) 4 - 3,1,90,0,0,0,3,0,0,0,0,0,0,0,18,21.2,3.7,4.0,2.9,58951,358887,4.5
Dominic Calvert-Lewin,Forward,Everton,2,WBA (H) 5 - 2,17,70,3,0,0,2,0,0,0,0,0,0,3,74,99.6,0.4,144.0,24.4,331148,875767,7.1
Illan Meslier,Goalkeeper,Leeds,2,FUL (H) 4 - 3,2,90,0,0,0,3,0,0,0,0,0,3,0,19,22.2,10.0,0.0,3.2,27672,108204,4.5
Ederson Santana de Moraes,Goalkeeper,Man City,2,WOL (A) 1 - 3,2,90,0,0,0,1,0,0,0,0,0,0,0,11,5.0,0.0,0.0,0.5,9469,354253,6.0
Ilkay Gündogan,Midfielder,Man City,2,WOL (A) 1 - 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2066,38249,5.5
James Ward-Prowse,Midfielder,Southampton,2,TOT (H) 2 - 5,2,90,0,0,0,5,0,0,0,0,0,0,0,10,16.8,23.3,31.0,7.1,-43431,247080,6.0
Mason Mount,Midfielder,Chelsea,2,LIV (H) 0 - 2,2,90,0,0,0,2,0,0,0,0,0,0,0,10,9.6,5.6,1.0,1.6,-87707,456584,7.0
Raheem Sterling,Midfielder,Man City,2,WOL (A) 1 - 3,5,81,0,1,0,1,0,0,0,0,0,0,0,17,22.2,14.7,29.0,6.6,70648,322864,11.5
Aaron Cresswell,Defender,West Ham,2,ARS (A) 2 - 1,1,90,0,0,0,2,0,0,0,0,0,0,0,17,27.0,35.0,0.0,6.2,-12662,62831,5.0
Nick Pope,Goalkeeper,Burnley,2,LEI (A) 4 - 2,1,90,0,0,0,4,0,0,0,0,0,3,0,13,22.6,0.0,0.0,2.3,-36200,1047580,5.5
Sadio Mané,Midfielder,Liverpool,2,CHE (A) 0 - 2,16,90,2,0,1,0,0,0,0,0,0,0,3,48,79.6,7.0,49.0,13.6,-256786,585445,11.9
Hugo Lloris,Goalkeeper,Spurs,2,SOU (A) 2 - 5,2,90,0,0,0,2,0,0,0,0,0,5,0,18,37.2,0.0,0.0,3.7,-18999,319315,5.5
